id,name,publisher,alignment,gender,race,image_url
480,Mystique,Marvel Comics,bad,Female,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/480-mystique.jpg
481,Namor,Marvel Comics,good,Male,Atlantean,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/481-namor.jpg
483,Namora,Marvel Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/483-namora.jpg
484,Namorita,Marvel Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/484-namorita.jpg
485,Naruto Uzumaki,Shueisha,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/485-naruto-uzumaki.jpg
487,Nebula,Marvel Comics,bad,Female,Luphomoid,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/487-nebula.jpg
488,Negasonic Teenage Warhead,Marvel Comics,good,Female,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/488-negasonic-teenage-warhead.jpg
489,Nick Fury,Marvel Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/489-nick-fury.jpg
490,Nightcrawler,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/490-nightcrawler.jpg
491,Nightwing,Batman II,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/491-nightwing.jpg
492,Niki Sanders,NBC - Heroes,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/492-niki-sanders.jpg
493,Nina Theroux,SyFy,good,Female,Alpha,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/493-nina-theroux.jpg
495,Northstar,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/495-northstar.jpg
496,Nova,Marvel Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/496-nova.jpg
497,Nova,Marvel Comics,good,Female,Human / Cosmic,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/497-nova.jpg
498,Odin,Marvel Comics,good,Male,God / Eternal,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/498-odin.jpg
499,Offspring,DC Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/499-offspring.jpg
502,One Punch Man,Shueisha,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/502-one-punch-man.jpg
503,One-Above-All,Marvel Comics,neutral,-,Cosmic Entity,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/503-one-above-all.jpg
504,Onslaught,Marvel Comics,bad,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/504-onslaught.jpg
505,Oracle,Batgirl,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/505-oracle.jpg
506,Osiris,DC Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/506-osiris.jpg
508,Ozymandias,DC Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/508-ozymandias.jpg
509,Parademon,DC Comics,bad,-,Parademon,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/509-parademon.jpg
510,Paul Blart,Sony Pictures,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/510-paul-blart.jpg
514,Penguin,DC Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/514-penguin.jpg
516,Phantom Girl,DC Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/516-phantom-girl.jpg
517,Phoenix,Jean Grey,good,Female,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/517-phoenix.jpg
518,Plantman,Marvel Comics,bad,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/518-plantman.jpg
520,Plastic Man,DC Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/520-plastic-man.jpg
521,Plastique,DC Comics,bad,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/521-plastique.jpg
522,Poison Ivy,DC Comics,bad,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/522-poison-ivy.jpg
523,Polaris,Marvel Comics,good,Female,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/523-polaris.jpg
524,Power Girl,DC Comics,good,Female,Kryptonian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/524-power-girl.jpg
526,Predator,Dark Horse Comics,bad,Male,Yautja,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/526-predator.jpg
527,Professor X,Marvel Comics,good,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/527-professor-x.jpg
528,Professor Zoom,DC Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/528-professor-zoom.jpg
529,Psylocke,Marvel Comics,good,Female,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/529-psylocke.jpg
530,Punisher,Marvel Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/530-punisher.jpg
531,Purple Man,Marvel Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/531-purple-man.jpg
532,Pyro,Marvel Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/532-pyro.jpg
533,Q,Star Trek,-,Male,God / Eternal,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/533-q.jpg
535,Question,DC Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/535-question.jpg
536,Quicksilver,Marvel Comics,good,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/536-quicksilver.jpg
537,Quill,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/537-quill.jpg
538,Ra's Al Ghul,DC Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/538-ras-al-ghul.jpg
539,Rachel Pirzad,SyFy,good,Female,Alpha,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/539-rachel-pirzad.jpg
540,Rambo,-,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/540-rambo.jpg
541,Raphael,IDW Publishing,good,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/541-raphael.jpg
542,Raven,DC Comics,neutral,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/542-raven.jpg
543,Ray,DC Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/543-ray.jpg
545,Red Arrow,DC Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/545-red-arrow.jpg
546,Red Hood,Robin II,neutral,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/546-red-hood.jpg
547,Red Hulk,Marvel Comics,neutral,Male,Human / Radiation,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/547-red-hulk.jpg
548,Red Mist,Icon Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/548-red-mist.jpg
549,Red Robin,Robin III,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/549-red-robin.jpg
550,Red Skull,Marvel Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/550-red-skull.jpg
551,Red Tornado,DC Comics,good,Male,Android,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/551-red-tornado.jpg
555,Rey,George Lucas,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/555-rey.jpg
556,Rhino,Marvel Comics,bad,Male,Human / Radiation,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/556-rhino.jpg
557,Rick Flag,DC Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/557-rick-flag.jpg
558,Riddler,DC Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/558-riddler.jpg
559,Rip Hunter,DC Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/559-rip-hunter.jpg
561,Robin,Batman II,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/561-robin.jpg
562,Robin II,Red Hood,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/562-robin-ii.jpg
563,Robin III,Red Robin,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/563-robin-iii.jpg
564,Robin V,DC Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/564-robin-v.jpg
565,Robin VI,DC Comics,neutral,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/565-robin-vi.jpg
566,Rocket Raccoon,Marvel Comics,good,Male,Animal,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/566-rocket-raccoon.jpg
567,Rogue,Marvel Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/567-rogue.jpg
568,Ronin,Goliath,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/no-portrait.jpg
569,Rorschach,DC Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/569-rorschach.jpg
570,Sabretooth,Marvel Comics,bad,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/570-sabretooth.jpg
571,Sage,Marvel Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/571-sage.jpg
572,Sandman,Marvel Comics,neutral,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/572-sandman.jpg
573,Sasquatch,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/573-sasquatch.jpg
574,Sauron,J. R. R. Tolkien,bad,Male,Maiar,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/574-sauron.jpg
575,Savage Dragon,Image Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/575-savage-dragon.jpg
576,Scarecrow,DC Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/576-scarecrow.jpg
577,Scarlet Spider,Spider-Carnage,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/577-scarlet-spider.jpg
578,Scarlet Spider II,Marvel Comics,good,Male,Clone,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/578-scarlet-spider-ii.jpg
579,Scarlet Witch,Marvel Comics,bad,Female,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/579-scarlet-witch.jpg
580,Scorpia,Marvel Comics,bad,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/580-scorpia.jpg
581,Scorpion,Venom III,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/581-scorpion.jpg
582,Sebastian Shaw,Marvel Comics,bad,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/no-portrait.jpg
583,Sentry,Marvel Comics,neutral,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/583-sentry.jpg
584,Shadow King,Marvel Comics,good,-,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/584-shadow-king.jpg
585,Shadow Lass,DC Comics,good,Female,Talokite,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/585-shadow-lass.jpg
586,Shadowcat,Marvel Comics,good,Female,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/586-shadowcat.jpg
587,Shang-Chi,Marvel Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/587-shang-chi.jpg
588,Shatterstar,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/588-shatterstar.jpg
589,She-Hulk,Marvel Comics,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/589-she-hulk.jpg
590,She-Thing,Ms Marvel II,good,Female,Human / Radiation,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/590-she-thing.jpg
591,Shocker,Marvel Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/591-shocker.jpg
592,Shriek,Marvel Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/592-shriek.jpg
594,Sif,Marvel Comics,good,Female,Asgardian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/594-sif.jpg
595,Silk,Marvel Comics,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/595-silk.jpg
598,Silver Surfer,Marvel Comics,good,Male,Alien,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/598-silver-surfer.jpg
599,Silverclaw,Marvel Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/599-silverclaw.jpg
600,Simon Baz,DC Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/600-simon-baz.jpg
601,Sinestro,DC Comics,neutral,Male,Korugaran,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/601-sinestro.jpg
602,Siren,DC Comics,bad,Female,Atlantean,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/602-siren.jpg
604,Siryn,Marvel Comics,bad,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/604-siryn.jpg
605,Skaar,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/605-skaar.jpg
607,Snowbird,Marvel Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/607-snowbird.jpg
608,Sobek,DC Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/608-sobek.jpg
609,Solomon Grundy,DC Comics,bad,Male,Zombie,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/609-solomon-grundy.jpg
610,Songbird,Marvel Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/610-songbird.jpg
611,Space Ghost,DC Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/611-space-ghost.jpg
612,Spawn,Image Comics,good,Male,Demon,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/612-spawn.jpg
613,Spectre,Aztar,good,Male,God / Eternal,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/613-spectre.jpg
615,Speedy,DC Comics,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/615-speedy.jpg
618,Spider-Girl,Marvel Comics,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/618-spider-girl.jpg
619,Spider-Gwen,Marvel Comics,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/619-spider-gwen.jpg
620,Spider-Man,Marvel Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/620-spider-man.jpg
623,Spider-Woman,Marvel Comics,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/623-spider-woman.jpg
625,Spider-Woman III,Marvel Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/625-spider-woman-iii.jpg
627,Spock,Star Trek,good,Male,Human-Vulcan,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/627-spock.jpg
628,Spyke,Marvel Comics,good,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/628-spyke.jpg
630,Star-Lord,Marvel Comics,good,Male,Human-Spartoi,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/630-star-lord.jpg
631,Stardust,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/631-stardust.jpg
632,Starfire,DC Comics,good,Female,Tamaranean,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/632-starfire.jpg
633,Stargirl,DC Comics,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/633-stargirl.jpg
634,Static,DC Comics,good,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/634-static.jpg
635,Steel,DC Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/635-steel.jpg
636,Stephanie Powell,ABC Studios,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/636-stephanie-powell.jpg
637,Steppenwolf,DC Comics,bad,Male,New God,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/637-steppenwolf.jpg
638,Storm,Marvel Comics,good,Female,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/638-storm.jpg
639,Stormtrooper,George Lucas,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/639-stormtrooper.jpg
640,Sunspot,Marvel Comics,good,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/640-sunspot.jpg
641,Superboy,DC Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/641-superboy.jpg
642,Superboy-Prime,DC Comics,bad,Male,Kryptonian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/642-superboy-prime.jpg
643,Supergirl,DC Comics,good,Female,Kryptonian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/643-supergirl.jpg
644,Superman,Superman Prime One-Million,good,Male,Kryptonian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/644-superman.jpg
645,Swamp Thing,DC Comics,bad,Male,God / Eternal,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/645-swamp-thing.jpg
646,Swarm,Marvel Comics,bad,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/646-swarm.jpg
647,Sylar,NBC - Heroes,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/647-sylar.jpg
648,Synch,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/648-synch.jpg
649,T-1000,Dark Horse Comics,bad,Male,Android,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/649-t-1000.jpg
650,T-800,Dark Horse Comics,bad,Male,Cyborg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/650-t-800.jpg
651,T-850,Dark Horse Comics,bad,Male,Cyborg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/651-t-850.jpg
652,T-X,Dark Horse Comics,bad,Female,Cyborg,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/652-t-x.jpg
653,Taskmaster,Marvel Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/653-taskmaster.jpg
654,Tempest,Angel Salvadore,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/654-tempest.jpg
655,Thanos,Marvel Comics,bad,Male,Eternal,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/655-thanos.jpg
656,The Cape,-,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/656-the-cape.jpg
657,The Comedian,DC Comics,neutral,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/657-the-comedian.jpg
658,Thing,Marvel Comics,good,Male,Human / Radiation,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/658-thing.jpg
659,Thor,Rune King Thor,good,Male,Asgardian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/659-thor.jpg
660,Thor Girl,Marvel Comics,good,Female,Asgardian,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/660-thor-girl.jpg
661,Thunderbird,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/661-thunderbird.jpg
664,Thunderstrike,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/664-thunderstrike.jpg
665,Thundra,Marvel Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/665-thundra.jpg
666,Tiger Shark,Marvel Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/666-tiger-shark.jpg
667,Tigra,Marvel Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/667-tigra.jpg
668,Tinkerer,Marvel Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/668-tinkerer.jpg
670,Toad,Marvel Comics,neutral,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/670-toad.jpg
671,Toxin,Marvel Comics,good,Male,Symbiote,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/671-toxin.jpg
672,Toxin,Anti-Venom,good,Male,Symbiote,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/672-toxin.jpg
676,Triplicate Girl,DC Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/676-triplicate-girl.jpg
677,Triton,Marvel Comics,good,Male,Inhuman,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/677-triton.jpg
678,Two-Face,DC Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/678-two-face.jpg
679,Ultragirl,Marvel Comics,good,Female,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/679-ultragirl.jpg
680,Ultron,Marvel Comics,bad,Male,Android,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/680-ultron.jpg
681,Utgard-Loki,Marvel Comics,bad,Male,Frost Giant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/681-utgard-loki.jpg
685,Vanisher,Marvel Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/685-vanisher.jpg
686,Vegeta,Shueisha,bad,Male,Saiyan,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/686-vegeta.jpg
687,Venom,Anti-Venom,bad,Male,Symbiote,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/687-venom.jpg
688,Venom II,Marvel Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/688-venom-ii.jpg
689,Venom III,Scorpion,bad,Male,Symbiote,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/689-venom-iii.jpg
690,Venompool,Deadpool,-,Male,Symbiote,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/690-venompool.jpg
692,Vibe,DC Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/692-vibe.jpg
693,Vindicator,Vindicator II,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/693-vindicator.jpg
696,Violet Parr,Dark Horse Comics,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/696-violet-parr.jpg
697,Vision,Anti-Vision,good,Male,Android,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/697-vision.jpg
699,Vixen,DC Comics,good,Female,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/699-vixen.jpg
701,Vulture,Marvel Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/701-vulture.jpg
702,Walrus,Marvel Comics,bad,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/702-walrus.jpg
703,War Machine,Marvel Comics,good,Male,Human,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/703-war-machine.jpg
705,Warlock,Marvel Comics,good,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/705-warlock.jpg
706,Warp,DC Comics,bad,Male,-,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/706-warp.jpg
707,Warpath,Thunderbird II,good,Male,Mutant,https://cdn.jsdelivr.net/gh/akabab/superhero-api@0.3.0/api/images/sm/707-warpath.jpg
